"id","userId","date","checkIn","checkOut","status","createdAt","otHours","deviceId","shiftId","totalHours"
368,107,"2026-04-06 02:48:47.535","2026-04-06 02:48:47.535",NULL,"PRESENT","2026-04-06 02:48:47.548",NULL,NULL,NULL,NULL
369,98,"2026-04-06 02:49:01.926","2026-04-06 02:49:01.926",NULL,"PRESENT","2026-04-06 02:49:01.934",NULL,NULL,NULL,NULL
370,68,"2026-04-06 02:49:31.022","2026-04-06 02:49:31.022",NULL,"PRESENT","2026-04-06 02:49:31.03",NULL,NULL,NULL,NULL
371,155,"2026-04-06 02:49:58.868","2026-04-06 02:49:58.868",NULL,"PRESENT","2026-04-06 02:49:58.872",NULL,NULL,NULL,NULL
372,94,"2026-04-06 02:50:41.275","2026-04-06 02:50:41.275",NULL,"PRESENT","2026-04-06 02:50:41.283",NULL,NULL,NULL,NULL
373,88,"2026-04-06 02:51:33.875","2026-04-06 02:51:33.875",NULL,"PRESENT","2026-04-06 02:51:33.884",NULL,NULL,NULL,NULL
374,194,"2026-04-06 02:52:10.535","2026-04-06 02:52:10.535","2026-04-06 04:03:42.259","PRESENT","2026-04-06 02:52:10.538","0",NULL,NULL,"1.19"
375,210,"2026-04-06 02:52:13.037","2026-04-06 02:52:13.037",NULL,"PRESENT","2026-04-06 02:52:13.04",NULL,NULL,NULL,NULL
376,133,"2026-04-06 02:54:54.642","2026-04-06 02:54:54.642",NULL,"PRESENT","2026-04-06 02:54:54.65",NULL,NULL,NULL,NULL
377,122,"2026-04-06 02:55:20.84","2026-04-06 02:55:20.84",NULL,"PRESENT","2026-04-06 02:55:20.843",NULL,NULL,NULL,NULL
378,204,"2026-04-06 02:55:35.27","2026-04-06 02:55:35.27",NULL,"PRESENT","2026-04-06 02:55:35.272",NULL,NULL,NULL,NULL
379,189,"2026-04-06 02:56:28.617","2026-04-06 02:56:28.617",NULL,"PRESENT","2026-04-06 02:56:28.62",NULL,NULL,NULL,NULL
380,96,"2026-04-06 02:59:15.653","2026-04-06 02:59:15.653",NULL,"PRESENT","2026-04-06 02:59:15.657",NULL,NULL,NULL,NULL
381,80,"2026-04-06 03:00:47.211","2026-04-06 03:00:47.211",NULL,"PRESENT","2026-04-06 03:00:47.22",NULL,NULL,NULL,NULL
382,109,"2026-04-06 03:01:17.545","2026-04-06 03:01:17.545",NULL,"PRESENT","2026-04-06 03:01:17.548",NULL,NULL,NULL,NULL
383,91,"2026-04-06 03:01:48.32","2026-04-06 03:01:48.32",NULL,"PRESENT","2026-04-06 03:01:48.323",NULL,NULL,NULL,NULL
384,89,"2026-04-06 03:03:04.113","2026-04-06 03:03:04.113",NULL,"PRESENT","2026-04-06 03:03:04.126",NULL,NULL,NULL,NULL
385,75,"2026-04-06 03:03:21.318","2026-04-06 03:03:21.318",NULL,"PRESENT","2026-04-06 03:03:21.321",NULL,NULL,NULL,NULL
386,151,"2026-04-06 03:03:23.759","2026-04-06 03:03:23.759",NULL,"PRESENT","2026-04-06 03:03:23.762",NULL,NULL,NULL,NULL
387,128,"2026-04-06 03:03:25.695","2026-04-06 03:03:25.695",NULL,"PRESENT","2026-04-06 03:03:25.698",NULL,NULL,NULL,NULL
388,117,"2026-04-06 03:03:41.775","2026-04-06 03:03:41.775",NULL,"PRESENT","2026-04-06 03:03:41.778",NULL,NULL,NULL,NULL
389,159,"2026-04-06 03:03:48.436","2026-04-06 03:03:48.436",NULL,"PRESENT","2026-04-06 03:03:48.439",NULL,NULL,NULL,NULL
390,149,"2026-04-06 03:06:54.551","2026-04-06 03:06:54.551",NULL,"PRESENT","2026-04-06 03:06:54.563",NULL,NULL,NULL,NULL
391,103,"2026-04-06 03:06:57.671","2026-04-06 03:06:57.671",NULL,"PRESENT","2026-04-06 03:06:57.674",NULL,NULL,NULL,NULL
392,156,"2026-04-06 03:06:59.958","2026-04-06 03:06:59.958",NULL,"PRESENT","2026-04-06 03:06:59.96",NULL,NULL,NULL,NULL
393,92,"2026-04-06 03:07:25.873","2026-04-06 03:07:25.873",NULL,"PRESENT","2026-04-06 03:07:25.884",NULL,NULL,NULL,NULL
394,93,"2026-04-06 03:07:53.315","2026-04-06 03:07:53.315",NULL,"PRESENT","2026-04-06 03:07:53.329",NULL,NULL,NULL,NULL
395,209,"2026-04-06 03:07:57.043","2026-04-06 03:07:57.043",NULL,"PRESENT","2026-04-06 03:07:57.045",NULL,NULL,NULL,NULL
396,197,"2026-04-06 03:08:10.404","2026-04-06 03:08:10.404",NULL,"PRESENT","2026-04-06 03:08:10.408",NULL,NULL,NULL,NULL
397,87,"2026-04-06 03:08:36.765","2026-04-06 03:08:36.765",NULL,"PRESENT","2026-04-06 03:08:36.768",NULL,NULL,NULL,NULL
398,196,"2026-04-06 03:08:47.072","2026-04-06 03:08:47.072",NULL,"PRESENT","2026-04-06 03:08:47.075",NULL,NULL,NULL,NULL
399,106,"2026-04-06 03:11:57.724","2026-04-06 03:11:57.724",NULL,"PRESENT","2026-04-06 03:11:57.727",NULL,NULL,NULL,NULL
400,108,"2026-04-06 03:12:55.263","2026-04-06 03:12:55.263",NULL,"PRESENT","2026-04-06 03:12:55.272",NULL,NULL,NULL,NULL
401,84,"2026-04-06 03:13:12.865","2026-04-06 03:13:12.865",NULL,"PRESENT","2026-04-06 03:13:12.869",NULL,NULL,NULL,NULL
402,123,"2026-04-06 03:13:48.365","2026-04-06 03:13:48.365",NULL,"PRESENT","2026-04-06 03:13:48.374",NULL,NULL,NULL,NULL
403,129,"2026-04-06 03:14:56.686","2026-04-06 03:14:56.686",NULL,"PRESENT","2026-04-06 03:14:56.697",NULL,NULL,NULL,NULL
404,211,"2026-04-06 03:15:21.263","2026-04-06 03:15:21.263",NULL,"PRESENT","2026-04-06 03:15:21.266",NULL,NULL,NULL,NULL
405,119,"2026-04-06 03:16:41.532","2026-04-06 03:16:41.532",NULL,"PRESENT","2026-04-06 03:16:41.54",NULL,NULL,NULL,NULL
406,95,"2026-04-06 03:18:57.332","2026-04-06 03:18:57.332",NULL,"PRESENT","2026-04-06 03:18:57.335",NULL,NULL,NULL,NULL
407,120,"2026-04-06 03:19:18.952","2026-04-06 03:19:18.952",NULL,"PRESENT","2026-04-06 03:19:18.96",NULL,NULL,NULL,NULL
408,121,"2026-04-06 03:21:56.318","2026-04-06 03:21:56.318",NULL,"PRESENT","2026-04-06 03:21:56.326",NULL,NULL,NULL,NULL
409,166,"2026-04-06 03:23:31.371","2026-04-06 03:23:31.371",NULL,"PRESENT","2026-04-06 03:23:31.374",NULL,NULL,NULL,NULL
410,127,"2026-04-06 03:24:16.746","2026-04-06 03:24:16.746",NULL,"PRESENT","2026-04-06 03:24:16.749",NULL,NULL,NULL,NULL
411,32,"2026-04-06 03:24:37.548","2026-04-06 03:24:37.548",NULL,"PRESENT","2026-04-06 03:24:37.551",NULL,NULL,NULL,NULL
412,62,"2026-04-06 03:24:44.225","2026-04-06 03:24:44.225",NULL,"PRESENT","2026-04-06 03:24:44.227",NULL,NULL,NULL,NULL
413,126,"2026-04-06 03:24:50.455","2026-04-06 03:24:50.455",NULL,"PRESENT","2026-04-06 03:24:50.458",NULL,NULL,NULL,NULL
414,105,"2026-04-06 03:25:01.883","2026-04-06 03:25:01.883",NULL,"PRESENT","2026-04-06 03:25:01.892",NULL,NULL,NULL,NULL
415,205,"2026-04-06 03:27:12.702","2026-04-06 03:27:00","2026-04-06 04:47:23.299","PRESENT","2026-04-06 03:27:12.704","0",NULL,NULL,"1.34"
416,65,"2026-04-06 03:27:31.853","2026-04-06 03:27:31.853","2026-04-06 04:43:25.193","PRESENT","2026-04-06 03:27:31.855","0",NULL,NULL,"1.26"
417,34,"2026-04-06 03:28:05.926","2026-04-06 03:28:05.926",NULL,"PRESENT","2026-04-06 03:28:05.928",NULL,NULL,NULL,NULL
418,55,"2026-04-06 03:29:46.4","2026-04-06 03:29:46.4",NULL,"PRESENT","2026-04-06 03:29:46.409",NULL,NULL,NULL,NULL
419,101,"2026-04-06 03:30:38.489","2026-04-06 03:30:38.489",NULL,"PRESENT","2026-04-06 03:30:38.492",NULL,NULL,NULL,NULL
420,172,"2026-04-06 03:32:12.797","2026-04-06 03:32:12.797",NULL,"PRESENT","2026-04-06 03:32:12.799",NULL,NULL,NULL,NULL
421,168,"2026-04-06 03:32:59.57","2026-04-06 03:32:59.57",NULL,"PRESENT","2026-04-06 03:32:59.573",NULL,NULL,NULL,NULL
422,20,"2026-04-06 03:34:23.552","2026-04-06 03:34:23.552",NULL,"PRESENT","2026-04-06 03:34:23.556",NULL,NULL,NULL,NULL
423,45,"2026-04-06 03:36:15.991","2026-04-06 03:36:15.991",NULL,"PRESENT","2026-04-06 03:36:15.994",NULL,NULL,NULL,NULL
424,28,"2026-04-06 03:37:18.665","2026-04-06 03:37:18.665",NULL,"PRESENT","2026-04-06 03:37:18.668",NULL,NULL,NULL,NULL
425,148,"2026-04-06 03:37:43.491","2026-04-06 03:37:43.491",NULL,"PRESENT","2026-04-06 03:37:43.494",NULL,NULL,NULL,NULL
426,176,"2026-04-06 03:37:47.385","2026-04-06 03:37:47.385",NULL,"PRESENT","2026-04-06 03:37:47.388",NULL,NULL,NULL,NULL
427,152,"2026-04-06 03:38:48.404","2026-04-06 03:38:48.404",NULL,"PRESENT","2026-04-06 03:38:48.407",NULL,NULL,NULL,NULL
428,24,"2026-04-06 03:39:21.806","2026-04-06 03:35:00",NULL,"PRESENT","2026-04-06 03:39:21.809",NULL,NULL,NULL,NULL
429,207,"2026-04-06 03:39:43.312","2026-04-06 03:35:00",NULL,"PRESENT","2026-04-06 03:39:43.315",NULL,NULL,NULL,NULL
430,39,"2026-04-06 03:42:49.714","2026-04-06 03:42:49.714",NULL,"PRESENT","2026-04-06 03:42:49.718",NULL,NULL,NULL,NULL
431,33,"2026-04-06 03:43:30.118","2026-04-06 03:43:30.118",NULL,"PRESENT","2026-04-06 03:43:30.121",NULL,NULL,NULL,NULL
432,41,"2026-04-06 03:45:50.539","2026-04-06 03:45:50.539",NULL,"PRESENT","2026-04-06 03:45:50.541",NULL,NULL,NULL,NULL
433,193,"2026-04-06 03:51:46.108","2026-04-06 03:51:46.108",NULL,"PRESENT","2026-04-06 03:51:46.117",NULL,NULL,NULL,NULL
434,23,"2026-04-06 03:53:39.463","2026-04-06 03:53:39.463","2026-04-06 05:55:12.206","PRESENT","2026-04-06 03:53:39.466","0",NULL,NULL,"2.03"
435,131,"2026-04-06 03:54:16.91","2026-04-06 03:54:16.91",NULL,"PRESENT","2026-04-06 03:54:16.913",NULL,NULL,NULL,NULL
436,27,"2026-04-06 03:54:21.067","2026-04-06 03:54:21.067",NULL,"PRESENT","2026-04-06 03:54:21.07",NULL,NULL,NULL,NULL
437,48,"2026-04-06 04:05:41.775","2026-04-06 04:05:41.775",NULL,"PRESENT","2026-04-06 04:05:41.778",NULL,NULL,NULL,NULL
438,18,"2026-04-06 04:14:50.693","2026-04-06 04:14:50.693",NULL,"PRESENT","2026-04-06 04:14:50.695",NULL,NULL,NULL,NULL
439,198,"2026-04-06 04:21:38.608","2026-04-06 04:21:38.608",NULL,"PRESENT","2026-04-06 04:21:38.611",NULL,NULL,NULL,NULL
440,26,"2026-04-06 04:36:54.248","2026-04-06 04:36:54.248",NULL,"PRESENT","2026-04-06 04:36:54.256",NULL,NULL,NULL,NULL
441,69,"2026-04-06 04:38:18.013","2026-04-06 04:38:18.013",NULL,"PRESENT","2026-04-06 04:38:18.023",NULL,NULL,NULL,NULL
442,164,"2026-04-06 04:41:00.488","2026-04-06 04:41:00.488",NULL,"PRESENT","2026-04-06 04:41:00.49",NULL,NULL,NULL,NULL
443,61,"2026-04-06 04:51:07.965","2026-04-06 04:51:07.965",NULL,"PRESENT","2026-04-06 04:51:07.974",NULL,NULL,NULL,NULL
444,30,"2026-04-06 05:01:06.223","2026-04-06 05:01:06.223",NULL,"PRESENT","2026-04-06 05:01:06.232",NULL,NULL,NULL,NULL
445,67,"2026-04-06 05:09:30.841","2026-04-06 05:09:30.841",NULL,"PRESENT","2026-04-06 05:09:30.851",NULL,NULL,NULL,NULL
446,181,"2026-04-06 05:21:54.971","2026-04-06 05:21:54.971",NULL,"PRESENT","2026-04-06 05:21:54.98",NULL,NULL,NULL,NULL
447,22,"2026-04-06 05:52:04.385","2026-04-06 05:52:04.385",NULL,"PRESENT","2026-04-06 05:52:04.388",NULL,NULL,NULL,NULL
448,200,"2026-04-06 05:55:52.114","2026-04-06 05:55:52.114",NULL,"PRESENT","2026-04-06 05:55:52.123",NULL,NULL,NULL,NULL
449,31,"2026-04-06 06:07:33.202","2026-04-06 06:07:33.202",NULL,"PRESENT","2026-04-06 06:07:33.204",NULL,NULL,NULL,NULL
