id,userId,date,checkIn,checkOut,status,createdAt,otHours,deviceId,shiftId,totalHours
356,110,2026-04-07 02:44:52,2026-04-07 02:44:52,NULL,PRESENT,2026-04-07 02:44:52,NULL,NULL,NULL,NULL
357,124,2026-04-07 02:46:39,2026-04-07 02:46:39,NULL,PRESENT,2026-04-07 02:46:39,NULL,NULL,NULL,NULL
358,72,2026-04-07 02:47:07,2026-04-07 02:47:07,NULL,PRESENT,2026-04-07 02:47:07,NULL,NULL,NULL,NULL
359,102,2026-04-07 02:47:29,2026-04-07 02:47:29,NULL,PRESENT,2026-04-07 02:47:29,NULL,NULL,NULL,NULL
360,118,2026-04-07 02:50:13,2026-04-07 02:50:13,NULL,PRESENT,2026-04-07 02:50:13,NULL,NULL,NULL,NULL
361,191,2026-04-07 02:50:23,2026-04-07 02:50:23,NULL,PRESENT,2026-04-07 02:50:23,NULL,NULL,NULL,NULL
362,100,2026-04-07 02:51:22,2026-04-07 02:51:22,NULL,PRESENT,2026-04-07 02:51:22,NULL,NULL,NULL,NULL
363,76,2026-04-07 02:53:10,2026-04-07 02:53:10,NULL,PRESENT,2026-04-07 02:53:10,NULL,NULL,NULL,NULL
364,111,2026-04-07 02:53:20,2026-04-07 02:53:20,NULL,PRESENT,2026-04-07 02:53:20,NULL,NULL,NULL,NULL
365,192,2026-04-07 02:53:24,2026-04-07 02:53:24,NULL,PRESENT,2026-04-07 02:53:24,NULL,NULL,NULL,NULL
366,66,2026-04-07 02:53:26,2026-04-07 02:53:26,NULL,PRESENT,2026-04-07 02:53:26,NULL,NULL,NULL,NULL
367,112,2026-04-07 02:53:38,2026-04-07 02:53:38,NULL,PRESENT,2026-04-07 02:53:38,NULL,NULL,NULL,NULL
368,107,2026-04-07 02:53:47,2026-04-07 02:53:47,NULL,PRESENT,2026-04-07 02:53:47,NULL,NULL,NULL,NULL
369,98,2026-04-07 02:54:01,2026-04-07 02:54:01,NULL,PRESENT,2026-04-07 02:54:01,NULL,NULL,NULL,NULL
370,68,2026-04-07 02:54:31,2026-04-07 02:54:31,NULL,PRESENT,2026-04-07 02:54:31,NULL,NULL,NULL,NULL
371,155,2026-04-07 02:54:58,2026-04-07 02:54:58,NULL,PRESENT,2026-04-07 02:54:58,NULL,NULL,NULL,NULL
372,94,2026-04-07 02:55:41,2026-04-07 02:55:41,NULL,PRESENT,2026-04-07 02:55:41,NULL,NULL,NULL,NULL
373,88,2026-04-07 02:56:33,2026-04-07 02:56:33,NULL,PRESENT,2026-04-07 02:56:33,NULL,NULL,NULL,NULL
374,194,2026-04-07 02:57:10,2026-04-07 02:57:10,NULL,PRESENT,2026-04-07 02:57:10,NULL,NULL,NULL,NULL
375,210,2026-04-07 02:57:13,2026-04-07 02:57:13,NULL,PRESENT,2026-04-07 02:57:13,NULL,NULL,NULL,NULL
376,133,2026-04-07 02:59:54,2026-04-07 02:59:54,NULL,PRESENT,2026-04-07 02:59:54,NULL,NULL,NULL,NULL
377,122,2026-04-07 03:00:20,2026-04-07 03:00:20,NULL,PRESENT,2026-04-07 03:00:20,NULL,NULL,NULL,NULL
378,204,2026-04-07 03:00:35,2026-04-07 03:00:35,NULL,PRESENT,2026-04-07 03:00:35,NULL,NULL,NULL,NULL
379,189,2026-04-07 03:01:28,2026-04-07 03:01:28,NULL,PRESENT,2026-04-07 03:01:28,NULL,NULL,NULL,NULL
380,96,2026-04-07 03:04:15,2026-04-07 03:04:15,NULL,PRESENT,2026-04-07 03:04:15,NULL,NULL,NULL,NULL
381,80,2026-04-07 03:05:47,2026-04-07 03:05:47,NULL,PRESENT,2026-04-07 03:05:47,NULL,NULL,NULL,NULL
382,109,2026-04-07 03:06:17,2026-04-07 03:06:17,NULL,PRESENT,2026-04-07 03:06:17,NULL,NULL,NULL,NULL
383,91,2026-04-07 03:06:48,2026-04-07 03:06:48,NULL,PRESENT,2026-04-07 03:06:48,NULL,NULL,NULL,NULL
384,89,2026-04-07 03:08:04,2026-04-07 03:08:04,NULL,PRESENT,2026-04-07 03:08:04,NULL,NULL,NULL,NULL
385,75,2026-04-07 03:08:21,2026-04-07 03:08:21,NULL,PRESENT,2026-04-07 03:08:21,NULL,NULL,NULL,NULL
386,151,2026-04-07 03:08:23,2026-04-07 03:08:23,NULL,PRESENT,2026-04-07 03:08:23,NULL,NULL,NULL,NULL
387,128,2026-04-07 03:08:25,2026-04-07 03:08:25,NULL,PRESENT,2026-04-07 03:08:25,NULL,NULL,NULL,NULL
388,117,2026-04-07 03:08:41,2026-04-07 03:08:41,NULL,PRESENT,2026-04-07 03:08:41,NULL,NULL,NULL,NULL
389,159,2026-04-07 03:08:48,2026-04-07 03:08:48,NULL,PRESENT,2026-04-07 03:08:48,NULL,NULL,NULL,NULL
390,149,2026-04-07 03:11:54,2026-04-07 03:11:54,NULL,PRESENT,2026-04-07 03:11:54,NULL,NULL,NULL,NULL
391,103,2026-04-07 03:11:57,2026-04-07 03:11:57,NULL,PRESENT,2026-04-07 03:11:57,NULL,NULL,NULL,NULL
392,156,2026-04-07 03:11:59,2026-04-07 03:11:59,NULL,PRESENT,2026-04-07 03:11:59,NULL,NULL,NULL,NULL
393,92,2026-04-07 03:12:25,2026-04-07 03:12:25,NULL,PRESENT,2026-04-07 03:12:25,NULL,NULL,NULL,NULL
394,93,2026-04-07 03:12:53,2026-04-07 03:12:53,NULL,PRESENT,2026-04-07 03:12:53,NULL,NULL,NULL,NULL
395,209,2026-04-07 03:12:57,2026-04-07 03:12:57,NULL,PRESENT,2026-04-07 03:12:57,NULL,NULL,NULL,NULL
396,197,2026-04-07 03:13:10,2026-04-07 03:13:10,NULL,PRESENT,2026-04-07 03:13:10,NULL,NULL,NULL,NULL
397,87,2026-04-07 03:13:36,2026-04-07 03:13:36,NULL,PRESENT,2026-04-07 03:13:36,NULL,NULL,NULL,NULL
398,196,2026-04-07 03:13:47,2026-04-07 03:13:47,NULL,PRESENT,2026-04-07 03:13:47,NULL,NULL,NULL,NULL
399,106,2026-04-07 03:16:57,2026-04-07 03:16:57,NULL,PRESENT,2026-04-07 03:16:57,NULL,NULL,NULL,NULL
400,108,2026-04-07 03:17:55,2026-04-07 03:17:55,NULL,PRESENT,2026-04-07 03:17:55,NULL,NULL,NULL,NULL
401,84,2026-04-07 03:18:12,2026-04-07 03:18:12,NULL,PRESENT,2026-04-07 03:18:12,NULL,NULL,NULL,NULL
402,123,2026-04-07 03:18:48,2026-04-07 03:18:48,NULL,PRESENT,2026-04-07 03:18:48,NULL,NULL,NULL,NULL
403,129,2026-04-07 03:19:56,2026-04-07 03:19:56,NULL,PRESENT,2026-04-07 03:19:56,NULL,NULL,NULL,NULL
404,211,2026-04-07 03:20:21,2026-04-07 03:20:21,NULL,PRESENT,2026-04-07 03:20:21,NULL,NULL,NULL,NULL
405,119,2026-04-07 03:21:41,2026-04-07 03:21:41,NULL,PRESENT,2026-04-07 03:21:41,NULL,NULL,NULL,NULL
406,95,2026-04-07 03:23:57,2026-04-07 03:23:57,NULL,PRESENT,2026-04-07 03:23:57,NULL,NULL,NULL,NULL
407,120,2026-04-07 03:24:18,2026-04-07 03:24:18,NULL,PRESENT,2026-04-07 03:24:18,NULL,NULL,NULL,NULL
408,121,2026-04-07 03:26:56,2026-04-07 03:26:56,NULL,PRESENT,2026-04-07 03:26:56,NULL,NULL,NULL,NULL
409,166,2026-04-07 03:28:31,2026-04-07 03:28:31,NULL,PRESENT,2026-04-07 03:28:31,NULL,NULL,NULL,NULL
410,127,2026-04-07 03:29:16,2026-04-07 03:29:16,NULL,PRESENT,2026-04-07 03:29:16,NULL,NULL,NULL,NULL
411,32,2026-04-07 03:29:37,2026-04-07 03:29:37,NULL,PRESENT,2026-04-07 03:29:37,NULL,NULL,NULL,NULL
412,62,2026-04-07 03:29:44,2026-04-07 03:29:44,NULL,PRESENT,2026-04-07 03:29:44,NULL,NULL,NULL,NULL
413,126,2026-04-07 03:29:50,2026-04-07 03:29:50,NULL,PRESENT,2026-04-07 03:29:50,NULL,NULL,NULL,NULL
414,105,2026-04-07 03:30:01,2026-04-07 03:30:01,NULL,PRESENT,2026-04-07 03:30:01,NULL,NULL,NULL,NULL
415,205,2026-04-07 03:32:12,,NULL,PRESENT,2026-04-07 03:32:12,NULL,NULL,NULL,NULL
416,65,2026-04-07 03:32:31,2026-04-07 03:32:31,NULL,PRESENT,2026-04-07 03:32:31,NULL,NULL,NULL,NULL
417,34,2026-04-07 03:33:05,2026-04-07 03:33:05,NULL,PRESENT,2026-04-07 03:33:05,NULL,NULL,NULL,NULL
418,55,2026-04-07 03:34:46,2026-04-07 03:34:46,NULL,PRESENT,2026-04-07 03:34:46,NULL,NULL,NULL,NULL
419,101,2026-04-07 03:35:38,2026-04-07 03:35:38,NULL,PRESENT,2026-04-07 03:35:38,NULL,NULL,NULL,NULL
420,172,2026-04-07 03:37:12,2026-04-07 03:37:12,NULL,PRESENT,2026-04-07 03:37:12,NULL,NULL,NULL,NULL
421,168,2026-04-07 03:37:59,2026-04-07 03:37:59,NULL,PRESENT,2026-04-07 03:37:59,NULL,NULL,NULL,NULL
422,20,2026-04-07 03:39:23,2026-04-07 03:39:23,NULL,PRESENT,2026-04-07 03:39:23,NULL,NULL,NULL,NULL
423,45,2026-04-07 03:41:15,2026-04-07 03:41:15,NULL,PRESENT,2026-04-07 03:41:15,NULL,NULL,NULL,NULL
424,28,2026-04-07 03:42:18,2026-04-07 03:42:18,NULL,PRESENT,2026-04-07 03:42:18,NULL,NULL,NULL,NULL
425,148,2026-04-07 03:42:43,2026-04-07 03:42:43,NULL,PRESENT,2026-04-07 03:42:43,NULL,NULL,NULL,NULL
426,176,2026-04-07 03:42:47,2026-04-07 03:42:47,NULL,PRESENT,2026-04-07 03:42:47,NULL,NULL,NULL,NULL
427,152,2026-04-07 03:43:48,2026-04-07 03:43:48,NULL,PRESENT,2026-04-07 03:43:48,NULL,NULL,NULL,NULL
428,24,2026-04-07 03:44:21,,NULL,PRESENT,2026-04-07 03:44:21,NULL,NULL,NULL,NULL
429,207,2026-04-07 03:44:43,,NULL,PRESENT,2026-04-07 03:44:43,NULL,NULL,NULL,NULL
430,39,2026-04-07 03:47:49,2026-04-07 03:47:49,NULL,PRESENT,2026-04-07 03:47:49,NULL,NULL,NULL,NULL
431,33,2026-04-07 03:48:30,2026-04-07 03:48:30,NULL,PRESENT,2026-04-07 03:48:30,NULL,NULL,NULL,NULL
432,41,2026-04-07 03:50:50,2026-04-07 03:50:50,NULL,PRESENT,2026-04-07 03:50:50,NULL,NULL,NULL,NULL
433,193,2026-04-07 03:56:46,2026-04-07 03:56:46,NULL,PRESENT,2026-04-07 03:56:46,NULL,NULL,NULL,NULL
434,23,2026-04-07 03:58:39,2026-04-07 03:58:39,NULL,PRESENT,2026-04-07 03:58:39,NULL,NULL,NULL,NULL
435,131,2026-04-07 03:59:16,2026-04-07 03:59:16,NULL,PRESENT,2026-04-07 03:59:16,NULL,NULL,NULL,NULL
436,27,2026-04-07 03:59:21,2026-04-07 03:59:21,NULL,PRESENT,2026-04-07 03:59:21,NULL,NULL,NULL,NULL
437,48,2026-04-07 04:10:41,2026-04-07 04:10:41,NULL,PRESENT,2026-04-07 04:10:41,NULL,NULL,NULL,NULL
438,18,2026-04-07 04:19:50,2026-04-07 04:19:50,NULL,PRESENT,2026-04-07 04:19:50,NULL,NULL,NULL,NULL
439,198,2026-04-07 04:26:38,2026-04-07 04:26:38,NULL,PRESENT,2026-04-07 04:26:38,NULL,NULL,NULL,NULL
440,26,2026-04-07 04:41:54,2026-04-07 04:41:54,NULL,PRESENT,2026-04-07 04:41:54,NULL,NULL,NULL,NULL
441,69,2026-04-07 04:43:18,2026-04-07 04:43:18,NULL,PRESENT,2026-04-07 04:43:18,NULL,NULL,NULL,NULL
442,164,2026-04-07 04:46:00,2026-04-07 04:46:00,NULL,PRESENT,2026-04-07 04:46:00,NULL,NULL,NULL,NULL
443,61,2026-04-07 04:56:07,2026-04-07 04:56:07,NULL,PRESENT,2026-04-07 04:56:07,NULL,NULL,NULL,NULL
444,30,2026-04-07 05:06:06,2026-04-07 05:06:06,NULL,PRESENT,2026-04-07 05:06:06,NULL,NULL,NULL,NULL
445,67,2026-04-07 05:14:30,2026-04-07 05:14:30,NULL,PRESENT,2026-04-07 05:14:30,NULL,NULL,NULL,NULL
446,181,2026-04-07 05:26:54,2026-04-07 05:26:54,NULL,PRESENT,2026-04-07 05:26:54,NULL,NULL,NULL,NULL
447,22,2026-04-07 05:57:04,2026-04-07 05:57:04,NULL,PRESENT,2026-04-07 05:57:04,NULL,NULL,NULL,NULL
448,200,2026-04-07 06:00:52,2026-04-07 06:00:52,NULL,PRESENT,2026-04-07 06:00:52,NULL,NULL,NULL,NULL
449,31,2026-04-07 06:12:33,2026-04-07 06:12:33,NULL,PRESENT,2026-04-07 06:12:33,NULL,NULL,NULL,NULL
